Freq.	V(input)/I(V1)
4.67735141287193e+05	(3.71492401725059e+01dB,9.41236093573364e+01°)
4.78630092322633e+05	(3.69512610743968e+01dB,9.40308119664653e+01°)
4.89778819368440e+05	(3.67531922145720e+01dB,9.39400563338868e+01°)
5.01187233627266e+05	(3.65550375290956e+01dB,9.38513006206583e+01°)
5.12861383991359e+05	(3.63568007858708e+01dB,9.37645036385328e+01°)
5.24807460249766e+05	(3.61584855914361e+01dB,9.36796248544454e+01°)
5.37031796370246e+05	(3.59600953975216e+01dB,9.35966243936992e+01°)
5.49540873857618e+05	(3.57616335073695e+01dB,9.35154630419491e+01°)
5.62341325190342e+05	(3.55631030818260e+01dB,9.34361022460797e+01°)
5.75439937337150e+05	(3.53645071452093e+01dB,9.33585041140643e+01°)
5.88843655355582e+05	(3.51658485909589e+01dB,9.32826314138898e+01°)
6.02559586074350e+05	(3.49671301870745e+01dB,9.32084475716229e+01°)
6.16595001861474e+05	(3.47683545813469e+01dB,9.31359166686938e+01°)
6.30957344480185e+05	(3.45695243063908e+01dB,9.30650034384623e+01°)
6.45654229034647e+05	(3.43706417844826e+01dB,9.29956732621331e+01°)
6.60693448007588e+05	(3.41717093322099e+01dB,9.29278921640780e+01°)
6.76082975391973e+05	(3.39727291649397e+01dB,9.28616268066219e+01°)
6.91830970918928e+05	(3.37737034011102e+01dB,9.27968444843443e+01°)
7.07945784384129e+05	(3.35746340663516e+01dB,9.27335131179445e+01°)
7.24435960074981e+05	(3.33755230974430e+01dB,9.26716012477163e+01°)
7.41310241300908e+05	(3.31763723461098e+01dB,9.26110780266740e+01°)
7.58577575029174e+05	(3.29771835826678e+01dB,9.25519132133686e+01°)
7.76247116628682e+05	(3.27779584995191e+01dB,9.24940771644312e+01°)
7.94328234724271e+05	(3.25786987145051e+01dB,9.24375408268764e+01°)
8.12830516164089e+05	(3.23794057741224e+01dB,9.23822757301987e+01°)
8.31763771102660e+05	(3.21800811566053e+01dB,9.23282539782887e+01°)
8.51138038202365e+05	(3.19807262748816e+01dB,9.22754482411981e+01°)
8.70963589956069e+05	(3.17813424794047e+01dB,9.22238317467775e+01°)
8.91250938133734e+05	(3.15819310608680e+01dB,9.21733782722090e+01°)
9.12010839355898e+05	(3.13824932528053e+01dB,9.21240621354573e+01°)
9.33254300796979e+05	(3.11830302340826e+01dB,9.20758581866562e+01°)
9.54992586021423e+05	(3.09835431312836e+01dB,9.20287417994504e+01°)
9.77237220955797e+05	(3.07840330209956e+01dB,9.19826888623082e+01°)
9.99999999999986e+05	(3.05845009319974e+01dB,9.19376757698211e+01°)
1.02329299228074e+06	(3.03849478473549e+01dB,9.18936794140029e+01°)
1.04712854805089e+06	(3.01853747064266e+01dB,9.18506771756025e+01°)
1.07151930523759e+06	(2.99857824067842e+01dB,9.18086469154422e+01°)
1.09647819614317e+06	(2.97861718060497e+01dB,9.17675669657901e+01°)
1.12201845430195e+06	(2.95865437236546e+01dB,9.17274161217787e+01°)
1.14815362149687e+06	(2.93868989425231e+01dB,9.16881736328770e+01°)
1.17489755493951e+06	(2.91872382106823e+01dB,9.16498191944252e+01°)
1.20226443461740e+06	(2.89875622428029e+01dB,9.16123329392378e+01°)
1.23026877081236e+06	(2.87878717216737e+01dB,9.15756954292826e+01°)
1.25892541179415e+06	(2.85881672996113e+01dB,9.15398876474414e+01°)
1.28824955169312e+06	(2.83884495998090e+01dB,9.15048909893574e+01°)
1.31825673855639e+06	(2.81887192176273e+01dB,9.14706872553737e+01°)
1.34896288259163e+06	(2.79889767218269e+01dB,9.14372586425671e+01°)
1.38038426460287e+06	(2.77892226557496e+01dB,9.14045877368811e+01°)
1.41253754462273e+06	(2.75894575384458e+01dB,9.13726575053613e+01°)
1.44543977074591e+06	(2.73896818657543e+01dB,9.13414512884954e+01°)
1.47910838816819e+06	(2.71898961113330e+01dB,9.13109527926600e+01°)
1.51356124843619e+06	(2.69901007276460e+01dB,9.12811460826778e+01°)
1.54881661891246e+06	(2.67902961469063e+01dB,9.12520155744842e+01°)
1.58489319246109e+06	(2.65904827819773e+01dB,9.12235460279072e+01°)
1.62181009735891e+06	(2.63906610272348e+01dB,9.11957225395601e+01°)
1.65958690743754e+06	(2.61908312593904e+01dB,9.11685305358479e+01°)
1.69824365246172e+06	(2.59909938382797e+01dB,9.11419557660888e+01°)
1.73780082874935e+06	(2.57911491076140e+01dB,9.11159842957507e+01°)
1.77827941003890e+06	(2.55912973957007e+01dB,9.10906024998019e+01°)
1.81970085860996e+06	(2.53914390161301e+01dB,9.10657970561779e+01°)
1.86208713666284e+06	(2.51915742684330e+01dB,9.10415549393620e+01°)
1.90546071796322e+06	(2.49917034387087e+01dB,9.10178634140812e+01°)
1.94984459975802e+06	(2.47918268002250e+01dB,9.09947100291152e+01°)
1.99526231496885e+06	(2.45919446139916e+01dB,9.09720826112195e+01°)
2.04173794466950e+06	(2.43920571293086e+01dB,9.09499692591601e+01°)
2.08929613085401e+06	(2.41921645842901e+01dB,9.09283583378607e+01°)
2.13796208950220e+06	(2.39922672063642e+01dB,9.09072384726602e+01°)
2.18776162394952e+06	(2.37923652127520e+01dB,9.08865985436801e+01°)
2.23872113856831e+06	(2.35924588109237e+01dB,9.08664276803001e+01°)
2.29086765276774e+06	(2.33925481990357e+01dB,9.08467152557419e+01°)
2.34422881531989e+06	(2.31926335663474e+01dB,9.08274508817582e+01°)
2.39883291901946e+06	(2.29927150936200e+01dB,9.08086244034275e+01°)
2.45470891568499e+06	(2.27927929534970e+01dB,9.07902258940521e+01°)
2.51188643150954e+06	(2.25928673108682e+01dB,9.07722456501581e+01°)
2.57039578276883e+06	(2.23929383232168e+01dB,9.07546741865966e+01°)
2.63026799189534e+06	(2.21930061409522e+01dB,9.07375022317442e+01°)
2.69153480392688e+06	(2.19930709077264e+01dB,9.07207207228014e+01°)
2.75422870333813e+06	(2.17931327607374e+01dB,9.07043208011872e+01°)
2.81838293126441e+06	(2.15931918310187e+01dB,9.06882938080290e+01°)
2.88403150312656e+06	(2.13932482437158e+01dB,9.06726312797459e+01°)
2.95120922666634e+06	(2.11933021183502e+01dB,9.06573249437236e+01°)
3.01995172040197e+06	(2.09933535690720e+01dB,9.06423667140804e+01°)
3.09029543251354e+06	(2.07934027049010e+01dB,9.06277486875213e+01°)
3.16227766016833e+06	(2.05934496299566e+01dB,9.06134631392800e+01°)
3.23593656929623e+06	(2.03934944436782e+01dB,9.05995025191466e+01°)
3.31131121482586e+06	(2.01935372410350e+01dB,9.05858594475795e+01°)
3.38844156139197e+06	(1.99935781127270e+01dB,9.05725267119004e+01°)
3.46736850452526e+06	(1.97936171453763e+01dB,9.05594972625701e+01°)
3.54813389233570e+06	(1.95936544217108e+01dB,9.05467642095450e+01°)
3.63078054770096e+06	(1.93936900207386e+01dB,9.05343208187107e+01°)
3.71535229097167e+06	(1.91937240179154e+01dB,9.05221605083935e+01°)
3.80189396320555e+06	(1.89937564853038e+01dB,9.05102768459469e+01°)
3.89045144994275e+06	(1.87937874917260e+01dB,9.04986635444118e+01°)
3.98107170553491e+06	(1.85938171029093e+01dB,9.04873144592496e+01°)
4.07380277804106e+06	(1.83938453816253e+01dB,9.04762235851462e+01°)
4.16869383470329e+06	(1.81938723878223e+01dB,9.04653850528856e+01°)
4.26579518801586e+06	(1.79938981787527e+01dB,9.04547931262920e+01°)
4.36515832240159e+06	(1.77939228090937e+01dB,9.04444421992387e+01°)
4.46683592150956e+06	(1.75939463310634e+01dB,9.04343267927229e+01°)
4.57088189614868e+06	(1.73939687945313e+01dB,9.04244415520041e+01°)
4.67735141287191e+06	(1.71939902471235e+01dB,9.04147812438062e+01°)
4.78630092322631e+06	(1.69940107343241e+01dB,9.04053407535809e+01°)
4.89778819368438e+06	(1.67940302995710e+01dB,9.03961150828313e+01°)
5.01187233627264e+06	(1.65940489843482e+01dB,9.03870993464954e+01°)
5.12861383991357e+06	(1.63940668282736e+01dB,9.03782887703864e+01°)
5.24807460249764e+06	(1.61940838691828e+01dB,9.03696786886911e+01°)
5.37031796370244e+06	(1.59941001432094e+01dB,9.03612645415224e+01°)
5.49540873857616e+06	(1.57941156848612e+01dB,9.03530418725272e+01°)
5.62341325190340e+06	(1.55941305270938e+01dB,9.03450063265471e+01°)
5.75439937337148e+06	(1.53941447013801e+01dB,9.03371536473311e+01°)
5.88843655355579e+06	(1.51941582377769e+01dB,9.03294796752995e+01°)
6.02559586074348e+06	(1.49941711649889e+01dB,9.03219803453577e+01°)
6.16595001861472e+06	(1.47941835104292e+01dB,9.03146516847585e+01°)
6.30957344480183e+06	(1.45941953002775e+01dB,9.03074898110125e+01°)
6.45654229034645e+06	(1.43942065595357e+01dB,9.03004909298452e+01°)
6.60693448007585e+06	(1.41942173120807e+01dB,9.02936513331995e+01°)
6.76082975391971e+06	(1.39942275807152e+01dB,9.02869673972835e+01°)
6.91830970918925e+06	(1.37942373872157e+01dB,9.02804355806616e+01°)
7.07945784384126e+06	(1.35942467523790e+01dB,9.02740524223885e+01°)
7.24435960074978e+06	(1.33942556960660e+01dB,9.02678145401857e+01°)
7.41310241300905e+06	(1.31942642372441e+01dB,9.02617186286576e+01°)
7.58577575029171e+06	(1.29942723940271e+01dB,9.02557614575495e+01°)
7.76247116628679e+06	(1.27942801837138e+01dB,9.02499398700431e+01°)
7.94328234724268e+06	(1.25942876228245e+01dB,9.02442507810913e+01°)
8.12830516164086e+06	(1.23942947271362e+01dB,9.02386911757904e+01°)
8.31763771102657e+06	(1.21943015117159e+01dB,9.02332581077889e+01°)
8.51138038202362e+06	(1.19943079909526e+01dB,9.02279486977318e+01°)
8.70963589956066e+06	(1.17943141785879e+01dB,9.02227601317405e+01°)
8.91250938133731e+06	(1.15943200877448e+01dB,9.02176896599265e+01°)
9.12010839355894e+06	(1.13943257309561e+01dB,9.02127345949396e+01°)
9.33254300796975e+06	(1.11943311201902e+01dB,9.02078923105472e+01°)
9.54992586021420e+06	(1.09943362668774e+01dB,9.02031602402473e+01°)
9.77237220955794e+06	(1.07943411819331e+01dB,9.01985358759122e+01°)
9.99999999999983e+06	(1.05943458757820e+01dB,9.01940167664625e+01°)
1.02329299228074e+07	(1.03943503583793e+01dB,9.01896005165718e+01°)
1.04712854805088e+07	(1.01943546392323e+01dB,9.01852847853999e+01°)
1.07151930523759e+07	(9.99435872742052e+00dB,9.01810672853555e+01°)
1.09647819614317e+07	(9.79436263161483e+00dB,9.01769457808861e+01°)
1.12201845430194e+07	(9.59436636009590e+00dB,9.01729180872960e+01°)
1.14815362149686e+07	(9.39436992077173e+00dB,9.01689820695904e+01°)
1.17489755493951e+07	(9.19437332119443e+00dB,9.01651356413462e+01°)
1.20226443461739e+07	(8.99437656857627e+00dB,9.01613767636079e+01°)
1.23026877081236e+07	(8.79437966980493e+00dB,9.01577034438091e+01°)
1.25892541179415e+07	(8.59438263145810e+00dB,9.01541137347181e+01°)
1.28824955169311e+07	(8.39438545981748e+00dB,9.01506057334069e+01°)
1.31825673855638e+07	(8.19438816088205e+00dB,9.01471775802448e+01°)
1.34896288259163e+07	(7.99439074038081e+00dB,9.01438274579136e+01°)
1.38038426460286e+07	(7.79439320378494e+00dB,9.01405535904458e+01°)
1.41253754462273e+07	(7.59439555631939e+00dB,9.01373542422844e+01°)
1.44543977074590e+07	(7.39439780297395e+00dB,9.01342277173642e+01°)
1.47910838816818e+07	(7.19439994851388e+00dB,9.01311723582137e+01°)
1.51356124843618e+07	(6.99440199748994e+00dB,9.01281865450775e+01°)
1.54881661891245e+07	(6.79440395424811e+00dB,9.01252686950585e+01°)
1.58489319246109e+07	(6.59440582293877e+00dB,9.01224172612802e+01°)
1.62181009735890e+07	(6.39440760752552e+00dB,9.01196307320666e+01°)
1.65958690743753e+07	(6.19440931179356e+00dB,9.01169076301426e+01°)
1.69824365246171e+07	(5.99441093935775e+00dB,9.01142465118508e+01°)
1.73780082874934e+07	(5.79441249367025e+00dB,9.01116459663873e+01°)
1.77827941003889e+07	(5.59441397802787e+00dB,9.01091046150543e+01°)
1.81970085860995e+07	(5.39441539557903e+00dB,9.01066211105299e+01°)
1.86208713666283e+07	(5.19441674933047e+00dB,9.01041941361539e+01°)
1.90546071796321e+07	(4.99441804215359e+00dB,9.01018224052309e+01°)
1.94984459975801e+07	(4.79441927679057e+00dB,9.00995046603485e+01°)
1.99526231496884e+07	(4.59442045586018e+00dB,9.00972396727108e+01°)
2.04173794466949e+07	(4.39442158186332e+00dB,9.00950262414878e+01°)
2.08929613085400e+07	(4.19442265718833e+00dB,9.00928631931788e+01°)
2.13796208950219e+07	(3.99442368411609e+00dB,9.00907493809909e+01°)
2.18776162394951e+07	(3.79442466482479e+00dB,9.00886836842311e+01°)
2.23872113856830e+07	(3.59442560139461e+00dB,9.00866650077128e+01°)
2.29086765276773e+07	(3.39442649581210e+00dB,9.00846922811752e+01°)
2.34422881531988e+07	(3.19442734997440e+00dB,9.00827644587161e+01°)
2.39883291901945e+07	(2.99442816569328e+00dB,9.00808805182381e+01°)
2.45470891568498e+07	(2.79442894469896e+00dB,9.00790394609063e+01°)
2.50000000000000e+07	(2.63562936473998e+00dB,9.00776075537607e+01°)
