Frequency,Magnitude (dB),Phase (deg),Magnitude (linear)
11748975.5493951,9.19440939740275,0.0,2.882175816844044
12022644.3461739,8.99441102111621,0.0,2.816570012079592
12302687.7081236,8.7944125717511,0.0,2.752457542610277
12589254.1179415,8.59441405259643,0.0,2.689804418320329
12882495.5169311,8.39441546679323,0.0,2.6285774226469307
13182567.3855638,8.19441681734111,0.0,2.568744094982422
13489628.8259163,7.99441810710471,0.0,2.5102727134764384
13803842.6460286,7.79441933881975,0.0,2.453132278228834
14125375.4462273,7.59442051509881,0.0,2.3972924948645744
14454397.707459,7.39442163843688,0.0,2.342723758481955
14791083.8816818,7.19442271121669,0.0,2.28939713796568
15135612.4843618,6.99442373571369,0.0,2.2372843606564943
15488166.1891245,6.79442471410096,0.0,2.1863577973693586
15848931.9246109,6.59442564845376,0.0,2.1365904477521873
16218100.973589,6.39442654075394,0.0,2.0879559259774765
16595869.0743753,6.19442739289417,0.0,2.0404284467592593
16982436.5246171,5.99442820668193,0.0,1.9939828116879925
17378008.2874934,5.79442898384335,0.0,1.9485943958761838
17782794.1003889,5.59442972602687,0.0,1.9042391349076904
18197008.5860995,5.39443043480674,0.0,1.8608935120838086
18620871.3666283,5.19443111168638,0.0,1.818534545959413
19054607.1796321,4.99443175810151,0.0,1.7771397781625478
19498445.9975801,4.79443237542326,0.0,1.736687261491067
19952623.1496884,4.59443296496104,0.0,1.6971555482799991
20417379.4466949,4.39443352796532,0.0,1.658523679033502
20892961.30854,4.1944340656303,0.0,1.6207711713154085
21379620.8950219,3.99443457909643,0.0,1.5838780088924667
21877616.2394951,3.79443506945284,0.0,1.5478246311245558
22387211.385683,3.59443553773962,0.0,1.5125919225962483
22908676.5276773,3.39443598495008,0.0,1.4781612029842583
23442288.1531988,3.19443641203279,0.0,1.444514217155384
23988329.1901945,2.99443681989365,0.0,1.4116331254897412
24547089.1568498,2.79443720939779,0.0,1.3795004944241422
25000000.0,2.63563733269879,0.0,1.3545089114169164
