Frequency,Magnitude (dB),Phase (deg),Magnitude (linear)
3981.07170553495,59.940384992378,0.0,993.1600681585329
4073.80277804111,59.9375955150119,0.0,992.8411655662971
4168.69383470333,59.9346764926891,0.0,992.5075625939479
4265.79518801591,59.9316220024629,0.0,992.1585975725965
4365.15832240164,59.9284258594243,0.0,991.7935805659479
4466.83592150961,59.925081605953,0.0,991.4117923066577
4570.88189614873,59.9215825006087,0.0,991.0124831067942
4677.35141287196,59.9179215066561,0.0,990.5948717429948
4786.30092322636,59.9140912802216,0.0,990.1581443175079
4897.78819368444,59.9100841580792,0.0,989.7014530963719
5011.8723362727,59.9058921450647,0.0,989.2239153262743
5128.61383991362,59.9015069011169,0.0,988.7246120317457
5248.0746024977,59.896919727949,0.0,988.2025867949263
5370.3179637025,59.8921215553523,0.0,987.6568445202586
5495.40873857622,59.8871029271367,0.0,987.0863501867618
5623.41325190346,59.8818539867159,0.0,986.4900275911925
5754.39937337154,59.8763644623443,0.0,985.8667580854054
5888.43655355586,59.8706236520197,0.0,985.2153793122111
6025.59586074354,59.864620408062,0.0,984.5346839437788
6165.95001861479,59.8583431213881,0.0,983.8234184279502
6309.5734448019,59.8517797055001,0.0,983.0802817476813
6456.54229034652,59.8449175802121,0.0,982.3039241999351
6606.93448007592,59.83774365514,0.0,981.4929462004869
6760.82975391978,59.8302443129877,0.0,980.645897122301
6918.30970918932,59.8224053926621,0.0,979.7612741752652
7079.45784384134,59.8142121722589,0.0,978.8375213363581
7244.35960074986,59.8056493519613,0.0,977.8730283395263
7413.10241300913,59.7967010369033,0.0,976.8661297359009
7585.77575029179,59.7873507200513,0.0,975.81510403535
7762.47116628687,59.7775812651661,0.0,974.7181729415496
7943.28234724277,59.7673748899128,0.0,973.5735006935372
8128.30516164094,59.7567131491913,0.0,972.3791935274538
8317.63771102666,59.74557691877,0.0,971.1332992734629
8511.38038202371,59.7339463793096,0.0,969.833807103416
8709.63589956075,59.7218010008733,0.0,968.4786474459983
8912.5093813374,59.7091195280264,0.0,967.0656920868809
9120.10839355904,59.6958799656367,0.0,965.592754472353
9332.54300796985,59.6820595654963,0.0,964.0575902358854
9549.9258602143,59.6676348138908,0.0,962.4578979675865
9772.37220955804,59.6525814202545,0.0,960.7913202477222
9999.99999999993,59.6368743070553,0.0,959.055444965785
10232.9299228075,59.6204876010616,0.0,957.2478069471982
10471.2854805089,59.6033946261558,0.0,955.3658899106765
10715.193052376,59.5855678978592,0.0,953.4071287786747
10964.7819614318,59.5669791197501,0.0,951.3689123646019
11220.1845430196,59.5475991819548,0.0,949.2485864593655
11481.5362149688,59.5273981619058,0.0,947.0434573404812
11748.9755493952,59.5063453275599,0.0,944.7507957256274
12022.644346174,59.484409143279,0.0,942.3678411923686
12302.6877081237,59.4615572785778,0.0,939.8918070843588
12589.2541179416,59.437756619943,0.0,937.319885922763
12882.4955169313,59.4129732859326,0.0,934.6492553401093
13182.567385564,59.3871726457606,0.0,931.8770845513561
13489.6288259164,59.3603193415686,0.0,929.000541374221
13803.8426460288,59.3323773145838,0.0,926.0167998080701
14125.3754462274,59.3033098353504,0.0,922.92304817656
14454.3977074592,59.2730795382159,0.0,919.7164978357057
14791.083881682,59.2416484602365,0.0,916.3943924440148
15135.612484362,59.2089780846538,0.0,912.9540177867658
15488.1661891247,59.1750293890721,0.0,909.3927121405158
15848.931924611,59.1397628984445,0.0,905.7078771581514
16218.1009735892,59.1031387429528,0.0,901.8969892485659
16595.8690743755,59.0651167208311,0.0,897.9576114176202
16982.4365246173,59.0256563661566,0.0,893.8874055304941
17378.0082874936,58.9847170215906,0.0,889.6841449475886
17782.7941003891,58.9422579160153,0.0,885.345727478655
18197.0085860997,58.8982382469694,0.0,880.8701885919583
18620.8713666285,58.8526172677402,0.0,876.2557148075105
19054.6071796323,58.8053543789206,0.0,871.500657195486
19498.4459975803,58.7564092241927,0.0,866.6035448938163
19952.6231496887,58.7057417900448,0.0,861.563098551474
20417.3794466951,58.6533125090775,0.0,856.3782435976103
20892.9613085402,58.5990823665016,0.0,851.0481232307454
21379.6208950222,58.543013009378,0.0,845.5721110172701
21877.6162394954,58.4850668580966,0.0,839.9498229842887
22387.2113856832,58.4252072195428,0.0,834.1811290891371
22908.6765276776,58.3633984013534,0.0,828.2661639463317
23442.288153199,58.2996058266184,0.0,822.2053366924324
23988.3291901947,58.2337961483491,0.0,815.9993398709785
24547.0891568501,58.1659373629975,0.0,809.6491572225491
25118.8643150956,58.0959989222856,0.0,803.156070269892
25703.9578276884,58.0239518425852,0.0,796.5216635947543
26302.6799189536,57.9497688110725,0.0,789.747828711046
26915.3480392689,57.8734242878846,0.0,782.8367664495491
27542.2870333814,57.7948946035041,0.0,775.7909877805369
28183.8293126443,57.7141580506189,0.0,768.6133130144723
28840.3150312658,57.6311949697232,0.0,761.3068693350921
29512.0922666636,57.5459878277653,0.0,753.8750866355529
30199.5172040199,57.4585212891865,0.0,746.3216916447026
30902.9543251357,57.3687822787511,0.0,738.6507003484087
31622.7766016835,57.2767600356288,0.0,730.8664087288598
32359.3656929626,57.1824461582564,0.0,722.9733818626447
33113.1121482588,57.0858346395863,0.0,714.9764414367942
33884.41561392,56.9869218924082,0.0,706.8806517592153
34673.6850452529,56.8857067645175,0.0,698.6913043567259
35481.3389233573,56.7821905435951,0.0,690.4139012695656
36307.8054770098,56.6763769517542,0.0,682.0541371654499
37153.5229097169,56.5682721298033,0.0,673.6178804088559
38018.9396320558,56.4578846113666,0.0,665.111153232006
38904.5144994277,56.3452252870925,0.0,656.5401111626911
39810.7170553494,56.2303073592682,0.0,647.9110218707131
40738.0277804109,56.1131462872393,0.0,639.2302435989468
41686.9383470332,55.9937597241083,0.0,630.5042033470087
42657.9518801589,55.8721674452568,0.0,621.7393749753548
43651.5832240162,55.7483912692948,0.0,612.9422573949848
44668.3592150959,55.6224549720919,0.0,604.1193530031871
45708.8189614871,55.4943841945928,0.0,595.277146519469
46773.5141287194,55.3642063451461,0.0,586.4220843668315
47863.0092322634,55.231950497107,0.0,577.5605547340348
48977.8819368442,55.0976472824817,0.0,568.6988684425611
50118.7233627268,54.9613287823922,0.0,559.8432407298077
51286.138399136,54.8230284151332,0.0,550.9997740464181
52480.7460249768,54.6827808225806,0.0,542.1744419516325
53703.1796370248,54.5406217556921,0.0,533.3730741762356
54954.087385762,54.3965879598127,0.0,524.6013429081737
56234.1325190344,54.2507170604626,0.0,515.8647503414737
57543.9937337152,54.1030474502494,0.0,507.16861751528796
58884.3655355584,53.9536181774992,0.0,498.51807445622825
60255.9586074352,53.8024688371569,0.0,489.91805162456
61659.5001861477,53.6496394644537,0.0,481.3732726528064
63095.7344480187,53.4951704317907,0.0,472.88824835451044
64565.422903465,53.3391023492317,0.0,464.46727197085295
66069.344800759,53.1814759689472,0.0,456.1144156141631
67608.2975391975,53.0223320938999,0.0,447.83352785974705
69183.097091893,52.8617114910061,0.0,439.6282324307457
70794.5784384131,52.6996548089639,0.0,431.5019279157265
72443.5960074983,52.536202500886,0.0,423.45778845418255
74131.0241300911,52.3713947518324,0.0,415.4987653220992
75857.7575029177,52.2052714112959,0.0,407.6275893475643
77624.7116628685,52.0378719306531,0.0,399.8467740851323
79432.8234724274,51.8692353055593,0.0,392.15861967737203
81283.0516164092,51.6994000232308,0.0,384.5652173323224
83176.3771102663,51.5284040145322,0.0,377.06845434684465
85113.8038202369,51.3562846107575,0.0,369.6700196074198
87096.3589956073,51.1830785049736,0.0,362.3714095022825
89125.0938133737,51.0088217177754,0.0,355.1739341814088
91201.0839355901,50.8335495672853,0.0,348.0787241039
93325.4300796982,50.6572966432161,0.0,341.08673681554217
95499.2586021427,50.4800967848093,0.0,334.1987639029733
97723.7220955802,50.3019830624495,0.0,327.41543807437154
99999.9999999991,50.122987762753,0.0,320.7372403204059
102329.299228074,49.9431423769238,0.0,314.1645071128878
104712.854805089,49.7624775921715,0.0,307.69743760237094
107151.93052376,49.5810232859832,0.0,301.3361007795359
109647.819614317,49.398808523047,0.0,295.08044256888775
112201.845430195,49.2158615546258,0.0,288.93029282669414
114815.362149687,49.0322098201852,0.0,282.88537221843166
117489.755493952,48.8478799510863,0.0,276.9452989542255
120226.44346174,48.6628977761596,0.0,271.1095953637295
123026.877081237,48.4772883289826,0.0,265.37769429468193
125892.541179416,48.2910758566932,0.0,259.7489453220686
128824.955169312,48.1042838301773,0.0,254.22262075719675
131825.673855639,47.9169349554776,0.0,248.79792144823782
134896.288259164,47.7290511862806,0.0,243.47398236591167
138038.426460287,47.5406537373435,0.0,238.24987796972232
141253.754462274,47.3517630987362,0.0,233.12462735201257
144543.977074591,47.1623990507767,0.0,228.09719915845602
147910.838816819,46.972580679551,0.0,223.1665162850991
151356.124843619,46.7823263929132,0.0,218.3314603531579
154881.661891247,46.5916539368712,0.0,213.59087596389045
158489.31924611,46.40058041227,0.0,208.94357473674498
162181.009735891,46.2091222916921,0.0,204.38833913478683
165958.690743754,46.0172954365022,0.0,199.92392608209403
169824.365246173,45.8251151139672,0.0,195.549070378302
173780.082874936,45.6325960143931,0.0,191.26248791605883
177827.94100389,45.4397522682222,0.0,187.0628787074088
181970.085860996,45.2465974630419,0.0,182.94892972548934
186208.713666285,45.0531446604603,0.0,178.9193175681015
190546.071796323,44.8594064128106,0.0,174.9727109499162
194984.459975802,44.6653947796477,0.0,171.1077730301044
199526.231496886,44.4711213440086,0.0,167.32316358230642
204173.794466951,44.2765972284083,0.0,163.61754101377605
208929.613085402,44.081833110549,0.0,159.98956424054265
213796.208950221,43.8868392387228,0.0,156.43789442534458
218776.162394953,43.6916254468921,0.0,152.96119658499595
223872.113856832,43.4962011694326,0.0,149.55814107368496
229086.765276775,43.3005754555291,0.0,146.22740494859838
234422.88153199,43.1047569832147,0.0,142.967673224072
239883.291901946,42.908754073047,0.0,139.77764002029173
245470.8915685,42.7125747014163,0.0,136.65600961238297
251188.643150955,42.5162265134832,0.0,133.60149738552602
257039.578276884,42.3197168357443,0.0,130.61283070153408
263026.799189535,42.1230526882255,0.0,127.6887496821071
269153.480392689,41.9262407963047,0.0,124.82800791378646
275422.870333814,41.7292876021662,0.0,122.02937307940556
281838.293126442,41.5321992758897,0.0,119.29162752062557
288403.150312657,41.3349817261792,0.0,116.61356873595325
295120.922666635,41.1376406107352,0.0,113.99400981839578
301995.172040198,40.9401813462781,0.0,111.4317798367623
309029.543251356,40.7426091182259,0.0,108.92572416434618
316227.766016834,40.5449288900365,0.0,106.47470475862953
323593.656929625,40.347145412218,0.0,104.07760039535674
331131.121482587,40.1492632310181,0.0,101.73330686024995
338844.156139199,39.9512866967966,0.0,99.44073710136426
346736.850452528,39.7532199720919,0.0,97.19882134499748
354813.389233571,39.5550670393875,0.0,95.00650717784872
363078.054770097,39.3568317085879,0.0,92.86275959799876
371535.229097168,39.1585176242114,0.0,90.76656103711828
380189.396320557,38.9601282723082,0.0,88.71691135617444
389045.144994276,38.761666987112,0.0,86.71282781677118
398107.170553493,38.5631369574337,0.0,84.75334503013003
407380.277804108,38.3645412328048,0.0,82.83751488558875
416869.383470331,38.1658827293785,0.0,80.96440646037962
426579.518801588,37.9671642355974,0.0,79.13310591235006
436515.832240161,37.7683884176345,0.0,77.34271635716074
446683.592150958,37.5695578246157,0.0,75.59235773141212
457088.18961487,37.370674893632,0.0,73.88116664305713
467735.141287193,37.1717419545473,0.0,72.20829621034825
478630.092322633,36.9727612346111,0.0,70.57291589051397
489778.81936844,36.7737348628809,0.0,68.97421129924273
501187.233627266,36.5746648744636,0.0,67.4113840220151
512861.383991359,36.3755532145806,0.0,65.88365141821927
524807.460249766,36.1764017424647,0.0,64.39024641894488
537031.796370246,35.977212235094,0.0,62.930417319267235
549540.873857618,35.7779863907696,0.0,61.50342756578779
562341.325190342,35.5787258325438,0.0,60.10855554014196
575439.93733715,35.3794321115026,0.0,58.745094339111915
588843.655355582,35.1801067099108,0.0,57.41235155196944
602559.58607435,34.9807510442224,0.0,56.10964903558602
616595.001861474,34.7813664679645,0.0,54.836322687846724
630957.344480185,34.581954274497,0.0,53.591722219822934
645654.229034647,34.3825156996549,0.0,52.37521092715398
660693.448007588,34.1830519242776,0.0,51.18616546103627
676082.975391973,33.9835640766292,0.0,50.02397559918523
691830.970918928,33.7840532347149,0.0,48.888044017111596
707945.784384129,33.5845204284973,0.0,47.77778606001829
724435.960074981,33.384966642017,0.0,46.69262951560109
741310.241300908,33.1853928154217,0.0,45.632014388011655
758577.575029174,32.9857998469067,0.0,44.595392673210974
776247.116628682,32.7861885945715,0.0,43.58222813593044
794328.234724271,32.5865598781959,0.0,42.591996088431216
812830.516164089,32.3869144809377,0.0,41.62418317122736
831763.77110266,32.1872531509573,0.0,40.67828713593842
851138.038202365,31.9875766029708,0.0,39.75381663040204
870963.589956069,31.7878855197353,0.0,38.85029098617298
891250.938133734,31.5881805534687,0.0,37.96724000851619
912010.839355898,31.388462327208,0.0,37.104203768994665
933254.300796979,31.1887314361071,0.0,36.26073240072956
954992.586021423,30.9889884486778,0.0,35.4363858964106
977237.220955797,30.7892339079765,0.0,34.6307339091196
999999.999999986,30.5894683327383,0.0,33.84335555601754
1023292.99228074,30.3896922184608,0.0,33.073839224939725
1047128.54805089,30.1899060384407,0.0,32.32178238393935
1071519.30523759,29.9901102447637,0.0,31.58679139380174
1096478.19614317,29.790305269252,0.0,30.868481323560072
1122018.45430195,29.5904915243682,0.0,30.166475769016373
1148153.62149687,29.3906694040803,0.0,29.480406674288407
1174897.55493951,29.1908392846879,0.0,28.809914156380547
1202264.4346174,28.9910015256122,0.0,28.154646332781482
1230268.77081236,28.7911564701502,0.0,27.514259152079575
1258925.41179415,28.5913044461957,0.0,26.888416227590856
1288249.55169312,28.3914457669289,0.0,26.27678867398717
1318256.73855639,28.1915807314744,0.0,25.679054946903896
1348962.88259163,27.9917096255301,0.0,25.0949006855114
1380384.26460287,27.7918327219688,0.0,24.524018558029827
1412537.54462273,27.5919502814123,0.0,23.96610811015844
1445439.77074591,27.39206255278,0.0,23.42087561639543
1479108.38816819,27.1921697738132,0.0,22.88803393421955
1513561.24843619,26.9922721715761,0.0,22.36730236110285
1548816.61891246,26.7923699629343,0.0,21.85840649432193
1584893.19246109,26.592463355012,0.0,21.361078093534605
1621810.09735891,26.3925525456286,0.0,20.87505494608675
1659586.90743754,26.1926377237162,0.0,20.40008073501514
1698243.65246172,25.9927190697178,0.0,19.935904909706714
1737800.82874935,25.7927967559686,0.0,19.48228255918071
1778279.4100389,25.5928709470595,0.0,19.038974287951454
1819700.85860996,25.3929418001843,0.0,18.605746094434746
1862087.13666284,25.1930094654723,0.0,18.182369251861065
1905460.71796322,24.9930740863049,0.0,17.76862019165107
1949844.59975802,24.7931357996184,0.0,17.36428038921746
1995262.31496885,24.593194736194,0.0,16.969136252153532
2041737.9446695,24.3932510209334,0.0,16.58297901076408
2089296.13085401,24.1933047731231,0.0,16.20560461090366
2137962.0895022,23.9933561066868,0.0,15.836813609079678
2187761.62394952,23.793405130426,0.0,15.476411069779784
2238721.13856831,23.5934519482501,0.0,15.124206464984942
2290867.65276774,23.3934966593961,0.0,14.780013575828164
2344228.81531989,23.1935393586388,0.0,14.443650396359928
2398832.91901946,22.9935801364909,0.0,14.114939039379605
2454708.91568499,22.7936190793947,0.0,13.793705644296175
2511886.43150954,22.5936562699052,0.0,13.47978028697852
2570395.78276883,22.3936917868642,0.0,13.17299689155629
2630267.99189534,22.1937257055679,0.0,12.873193144136616
2691534.80392688,21.9937580979257,0.0,12.580210408395416
2754228.70333813,21.7937890326128,0.0,12.293893643009884
2818382.93126441,21.5938185752154,0.0,12.014091320893266
2884031.50312656,21.3938467883694,0.0,11.740655350197061
2951209.22666634,21.1938737318934,0.0,11.473440997045751
3019951.72040197,20.9938994629151,0.0,11.212306809967384
3090295.43251354,20.7939240359924,0.0,10.957114545987022
3162277.66016833,20.5939475032288,0.0,10.707729098348134
3235936.56929623,20.393969914384,0.0,10.464018425829384
3311311.21482586,20.1939913169789,0.0,10.225853483622458
3388441.56139197,19.9940117563969,0.0,9.993108155740725
3467368.50452526,19.7940312759794,0.0,9.765659188923852
3548133.8923357,19.5940499171178,0.0,9.543386128009777
3630780.54770096,19.3940677193414,0.0,9.326171252742016
3715352.29097167,19.1940847204012,0.0,9.113899515981934
3801893.96320555,18.9941009563493,0.0,8.906458483295712
3890451.44994275,18.7941164616161,0.0,8.703738273888911
3981071.70553491,18.5941312690825,0.0,8.50563150285684
4073802.77804106,18.3941454101504,0.0,8.312033224725738
4168693.83470329,18.1941589148083,0.0,8.1228408782538
4265795.18801586,17.9941718116957,0.0,7.937954232468406
4365158.32240159,17.7941841281633,0.0,7.757275333909806
4466835.92150956,17.5941958903311,0.0,7.580708455057152
4570881.89614868,17.3942071231439,0.0,7.408160043910553
4677351.41287191,17.194217850424,0.0,7.239538674703795
4786300.92322631,16.9942280949217,0.0,7.0747549997235595
4897788.19368438,16.7942378783636,0.0,6.913721702210855
5011872.33627264,16.5942472214986,0.0,6.756353450320845
5128613.83991357,16.3942561441421,0.0,6.602566852118232
5248074.60249764,16.1942646652176,0.0,6.45228041158472
5370317.96370244,15.9942728027971,0.0,6.305414485617401
5495408.73857616,15.7942805741394,0.0,6.1618912419954
5623413.2519034,15.5942879957267,0.0,6.021634618293745
5754399.37337148,15.3942950832994,0.0,5.884570281723352
5888436.55355579,15.1943018518896,0.0,5.750625589877015
6025595.86074348,14.9943083158528,0.0,5.619729552360874
6165950.01861472,14.7943144888988,0.0,5.49181279329238
6309573.44480183,14.5943203841201,0.0,5.3668075146443694
6456542.29034645,14.3943260140203,0.0,5.24464746041801
6606934.48007585,14.19433139054,0.0,5.1252678816245485
6760829.75391971,13.9943365250826,0.0,5.008605502059308
6918309.70918925,13.7943414285385,0.0,4.894598484849309
7079457.84384126,13.5943461113076,0.0,4.783186399757193
7244359.60074978,13.3943505833222,0.0,4.674310191225708
7413102.41300905,13.1943548540672,0.0,4.567912147144448
7585775.75029171,12.9943589326009,0.0,4.46393586832447
7762471.16628679,12.794362827574,0.0,4.3623262386635995
7943282.34724268,12.5943665472477,0.0,4.263029395987448
8128305.16164086,12.3943700995114,0.0,4.165992703551191
8317637.71102657,12.1943734918997,0.0,4.071164722187103
8511380.38202362,11.9943767316078,0.0,3.978495183082919
8709635.89956066,11.7943798255073,0.0,3.8879349611777774
8912509.38133731,11.5943827801604,0.0,3.799436049160886
9120108.39355894,11.3943856018341,0.0,3.712951532060115
9332543.00796975,11.1943882965133,0.0,3.628435562406686
9549925.8602142,10.9943908699135,0.0,3.545843335963325
9772372.20955794,10.794393327493,0.0,3.465131068003087
9999999.99999983,10.5943956744645,0.0,3.386255970126417
10232929.9228074,10.3943979158061,0.0,3.3091762276042833
10471285.4805088,10.1944000562718,0.0,3.233850977235554
10715193.0523759,9.99440210040165,0.0,3.160240285707068
10964781.9614317,9.7944040525314,0.0,3.088305128444958
11220184.5430194,9.59440591680165,0.0,3.0180073689461504
11481536.2149686,9.39440769716667,0.0,2.9493097385792364
