50000;9,33E-01;-2,40E-02;-3,29E-06;4,29E-06;0,00E+00;0,00E+00;0,00E+00;0,00E+00
74389;9,27E-01;-3,18E-02;6,07E-06;-4,09E-06;0,00E+00;0,00E+00;0,00E+00;0,00E+00
98778;9,24E-01;-4,10E-02;5,45E-06;-3,02E-06;0,00E+00;0,00E+00;0,00E+00;0,00E+00
123167;9,20E-01;-5,04E-02;-1,65E-05;-6,09E-06;0,00E+00;0,00E+00;0,00E+00;0,00E+00
147556;9,15E-01;-5,92E-02;-1,34E-05;-4,37E-06;0,00E+00;0,00E+00;0,00E+00;0,00E+00
171945;8,88E-01;-1,19E-01;-1,82E-05;-1,09E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
196334;8,80E-01;-1,26E-01;1,63E-05;-6,58E-06;0,00E+00;0,00E+00;0,00E+00;0,00E+00
220723;8,72E-01;-1,31E-01;-2,83E-06;-8,96E-06;0,00E+00;0,00E+00;0,00E+00;0,00E+00
245112;8,63E-01;-1,35E-01;-5,22E-06;-1,46E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
269501;8,53E-01;-1,37E-01;-1,14E-05;1,25E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
293891;8,46E-01;-1,38E-01;7,34E-06;-9,80E-06;0,00E+00;0,00E+00;0,00E+00;0,00E+00
318280;8,38E-01;-1,37E-01;-8,45E-06;5,03E-06;0,00E+00;0,00E+00;0,00E+00;0,00E+00
342669;8,31E-01;-1,35E-01;6,48E-06;-1,85E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
367058;8,25E-01;-1,34E-01;1,43E-05;1,05E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
391447;8,21E-01;-1,31E-01;-5,48E-06;-5,29E-06;0,00E+00;0,00E+00;0,00E+00;0,00E+00
415836;8,31E-01;-5,98E-02;-8,41E-06;-1,38E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
440225;8,28E-01;-5,75E-02;2,74E-06;-3,81E-06;0,00E+00;0,00E+00;0,00E+00;0,00E+00
464614;8,25E-01;-5,53E-02;3,60E-05;-7,23E-06;0,00E+00;0,00E+00;0,00E+00;0,00E+00
489003;8,23E-01;-5,44E-02;-2,08E-05;-8,86E-06;0,00E+00;0,00E+00;0,00E+00;0,00E+00
513392;8,23E-01;-5,21E-02;2,15E-06;3,23E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
537781;8,20E-01;-5,13E-02;-8,86E-06;-1,38E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
562170;8,21E-01;-4,99E-02;1,60E-06;1,06E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
586559;8,20E-01;-4,98E-02;-3,02E-05;-1,90E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
610948;8,21E-01;-4,92E-02;-1,39E-05;4,71E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
635337;8,19E-01;-4,82E-02;-1,85E-05;-2,35E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
659726;8,20E-01;-4,80E-02;4,09E-05;-2,84E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
684115;8,20E-01;-4,90E-02;-3,15E-05;1,67E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
708504;8,20E-01;-4,83E-02;-4,42E-05;1,64E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
732893;8,20E-01;-4,88E-02;2,68E-05;3,10E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
757283;8,20E-01;-4,97E-02;1,53E-05;5,86E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
781672;8,20E-01;-5,03E-02;8,94E-06;1,54E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
806061;8,20E-01;-5,01E-02;-1,44E-05;2,95E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
830450;8,20E-01;-5,17E-02;-3,88E-06;2,49E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
854839;8,20E-01;-5,17E-02;-2,35E-06;-4,06E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
879228;8,20E-01;-5,30E-02;-3,74E-05;-2,58E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
903617;8,19E-01;-5,34E-02;9,03E-06;-4,17E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
928006;8,20E-01;-5,53E-02;2,07E-05;-2,20E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
952395;8,19E-01;-5,58E-02;-2,39E-05;-1,40E-06;0,00E+00;0,00E+00;0,00E+00;0,00E+00
976784;8,20E-01;-5,70E-02;8,63E-06;-3,05E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1001173;8,19E-01;-5,80E-02;1,34E-05;-4,36E-06;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1025562;8,20E-01;-5,90E-02;-6,16E-07;-2,21E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1049951;8,19E-01;-6,02E-02;3,36E-05;1,71E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1074340;8,19E-01;-6,20E-02;2,23E-05;-1,40E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1098729;8,19E-01;-6,23E-02;6,48E-05;-6,54E-07;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1123118;8,19E-01;-6,38E-02;5,08E-07;-5,88E-06;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1147507;8,18E-01;-6,45E-02;-2,05E-05;-1,81E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1171896;8,19E-01;-6,63E-02;-1,19E-05;3,55E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1196285;8,18E-01;-6,71E-02;-4,73E-06;8,22E-06;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1220674;8,19E-01;-6,82E-02;1,86E-05;1,19E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1245064;8,17E-01;-6,99E-02;-4,71E-05;-2,81E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1269453;8,18E-01;-7,10E-02;5,18E-05;-3,93E-06;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1293842;8,17E-01;-7,30E-02;1,88E-06;-1,15E-06;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1318231;8,18E-01;-7,30E-02;4,11E-05;-2,21E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1342620;8,17E-01;-7,47E-02;-8,24E-06;-4,50E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1367009;8,17E-01;-7,59E-02;4,72E-05;2,96E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1391398;8,17E-01;-7,75E-02;-2,93E-05;1,45E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1415787;8,16E-01;-7,87E-02;7,86E-06;-3,96E-06;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1440176;8,16E-01;-8,00E-02;2,87E-05;2,35E-06;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1464565;8,16E-01;-8,16E-02;2,00E-05;1,37E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1488954;8,16E-01;-8,27E-02;-9,16E-06;-5,44E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1513343;8,16E-01;-8,39E-02;8,05E-06;-1,47E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1537732;8,15E-01;-8,48E-02;-1,39E-06;9,86E-06;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1562121;8,15E-01;-8,68E-02;-3,35E-05;-2,70E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1586510;8,14E-01;-8,80E-02;2,88E-05;1,70E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1610899;8,14E-01;-8,90E-02;1,87E-06;1,84E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1635288;8,14E-01;-9,10E-02;1,16E-05;6,88E-06;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1659677;8,13E-01;-9,19E-02;-3,08E-05;3,46E-06;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1684066;8,13E-01;-9,35E-02;-1,91E-05;1,36E-05;0,00E+00;0,00E+00;0,00E+00;0,00E+00
1708456;8,13E-01;-9,46E-02;1,10E-05;7,65E-07;0,00E+00;0,00E+00;0,00E+00;0,00E+00
