#Digilent WaveForms Impedance Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321B19DF1
#Date Time: 
#Digilent WaveForms Impedance Analyzer Trace#Trace: Trace
#Start: 100 Hz
#Stop: 2.5e+07 Hz
#Steps: 1001
#Resistor: 1000 O
#Average: 1
#ProbeResistance: 1.04e+06 O
#ProbeCapacitance: 4.3e-11 F
#Compensation:none
#Wavegen: Wavegen1
#Amplitude: 1 V
#Offset: 0 V
#Amplification: 1 X
#Settle: 0.01 s
#MinPeriods: 16
#Scale: Logarithmic
#Channel: Channel 1
#Range: 5.59649 V
#Offset: -0.000293363 V
#Attenuation: 1 X
#Channel: Channel 2
#Range: 5.52037 V
#Offset: 0.000204438 V
#Attenuation: 1 X

Frequency (Hz),Trace th (deg),Trace |Z| (Ohm),Trace Rs (Ohm)
302.2850442956741,-2.485076604326729,1215.000057071969,1213.857408936136
306.0656568188352,-2.51289457799015,1214.837334588033,1213.669122242122
309.8935526307988,-2.54661195142088,1214.766532900451,1213.566835807719
313.7693230932531,-2.5721885015321,1214.778523523039,1213.554599416139
317.6935669639153,-2.605210624111054,1214.499329627523,1213.244071984624
321.6668904890338,-2.645356802569579,1214.523971410433,1213.229709424005
325.6899074970457,-2.672797930281884,1214.414963932817,1213.093834574821
329.7632394934053,-2.702316667787235,1214.262921951668,1212.9126245082
333.8875157565984,-2.740568676446734,1214.084034295137,1212.695450593441
338.0633734353589,-2.769860227598205,1214.130320778414,1212.711847462561
342.2914576470994,-2.809111019486881,1213.881209539516,1212.422557384311
346.572421577574,-2.835807601347754,1213.759336026091,1212.272982255807
350.9069265817873,-2.870807598596779,1213.623469266625,1212.10037767873
355.2956422861655,-2.915532435080931,1213.404147838829,1211.833523744214
359.739246692005,-2.942399544481574,1213.330991026706,1211.731389276899
364.2384262802146,-2.988812624143923,1213.191510658809,1211.541248291205
368.7938761173707,-3.021589195684934,1213.078327764365,1211.391837783444
373.4062999630926,-3.057651581310217,1212.767621221122,1211.041086754566
378.0764103787667,-3.090700500474462,1212.738463493801,1210.974456009628
382.8049288376279,-3.128230387448615,1212.553054185656,1210.74623345848
387.592585836218,-3.173456982147411,1212.476783379564,1210.617470944967
392.4401210072386,-3.207300346133598,1212.34312264456,1210.444161206342
397.3482832338145,-3.245140244707498,1212.098054972681,1210.154426137614
402.3178307651868,-3.288485898993381,1211.927796674799,1209.932193296415
407.3495313338531,-3.328152830642957,1211.725105035258,1209.681423361438
412.4441622741726,-3.370463603342458,1211.558028949566,1209.462358444932
417.6025106424539,-3.410548668606158,1211.280577814413,1209.135269296939
422.8253733385458,-3.453338349452618,1211.19375914751,1208.994455724679
428.1135572289475,-3.488551938993753,1210.914688006936,1208.670834493152
433.4678792714619,-3.534127118363688,1211.001718890448,1208.698707258456
438.8891666414016,-3.572890464054999,1210.640196496155,1208.287106729512
444.3782568593789,-3.621709021893664,1210.268997789814,1207.851928237308
449.9359979206926,-3.665911484172967,1210.131772231145,1207.655643667509
455.5632484263316,-3.705303279142163,1209.987692772143,1207.458383996776
461.2608777156189,-3.754325743525829,1209.683230857233,1207.087229545364
467.0297660005128,-3.800843328653533,1209.517779641138,1206.857436464521
472.870804501589,-3.843886063321268,1209.23803224173,1206.517745704605
478.7848955857226,-3.891772875032658,1208.948154774509,1206.160362515122
484.7729529054928,-3.93840662734614,1208.716579616964,1205.86215013669
490.8359015403304,-3.988956122224692,1208.52782958995,1205.600143646533
496.9746781394313,-4.041399190029191,1208.274913336653,1205.270401432023
503.1902310664553,-4.083811046005144,1208.21752366328,1205.14979262589
509.4835205460415,-4.131686710435856,1207.752226791083,1204.613387012382
515.8555188121434,-4.185618536532192,1207.477338563722,1204.256789877855
522.3072102582321,-4.232937594895983,1207.288045270469,1203.994817048319
528.8395915893711,-4.283683361879954,1206.961154376824,1203.58944256515
535.453671976195,-4.340359990253176,1206.705345875315,1203.244599423885
542.1504732108129,-4.388951105221008,1206.30517112671,1202.767715174941
548.9310298646634,-4.442680366550382,1206.058413036547,1202.434601412323
555.7963894483422,-4.495478109232017,1205.778126193447,1202.068577241261
562.7476125734296,-4.55229725587593,1205.399815242897,1201.597145499733
569.7857731163413,-4.602413598023693,1205.005427719988,1201.11988672239
576.9119583842291,-4.654797419467286,1204.667345030249,1200.694015678958
584.1272692829564,-4.713499383550529,1204.4905750429,1200.417052636763
591.4328204871733,-4.767458996067008,1204.097076606123,1199.931169434209
598.8297406125198,-4.824128833686204,1203.783839666226,1199.519473741011
606.3191723899868,-4.885119818475268,1203.365403816956,1198.994114080182
613.9022728424463,-4.930887372500957,1203.034633679855,1198.582328001235
621.5802134634022,-4.997330493459526,1202.686642249194,1198.114938962543
629.3541803979699,-5.059580996893964,1202.182276349977,1197.498006258885
637.2253746261205,-5.117442160698157,1201.874277279457,1197.083555664164
645.1950121482174,-5.185022979921339,1201.499830801074,1196.58336053147
653.2643241728731,-5.244327103127669,1200.998960534014,1195.971557670262
661.4345573071548,-5.294552651991152,1200.421802875226,1195.300174131258
669.7069737491705,-5.366602024126245,1200.131313515938,1194.870719888379
678.0828514830616,-5.428203660492361,1199.664271447191,1194.284400390247
686.5634844764364,-5.489549811067246,1199.162718835559,1193.662954653369
695.1501828802711,-5.55886946088882,1198.797274229811,1193.159564087429
703.8442732313102,-5.61867559430249,1198.158530993941,1192.402026148237
712.6470986570059,-5.688598897906171,1197.661955418808,1191.763845847979
721.5600190830055,-5.754240494081643,1197.185706567858,1191.153208168291
730.5844114432485,-5.820432960911313,1196.907268657593,1190.736740850242
739.721669892684,-5.888241357569342,1196.214017377057,1189.90266300171
748.9732060226504,-5.956418042463572,1195.67483892614,1189.219530468813
758.3404490789483,-6.031155200847484,1195.114311430885,1188.499245987926
767.8248461826411,-6.0913623425929,1194.524911293345,1187.780567183289
777.4278625536161,-6.168983334682218,1194.013861009634,1187.099664632565
787.1509817369447,-6.240796792899495,1193.338337168196,1186.266390166376
796.9957058320688,-6.311732205591038,1192.735312993362,1185.50550591372
806.9635557248577,-6.386601688078566,1192.016611852499,1184.618907175429
817.056071322566,-6.463494063619566,1191.397275615233,1183.824493957911
827.2748117917272,-6.535669359883856,1190.690442953353,1182.952370490066
837.621355799033,-6.603835003680867,1190.0305656407,1182.134796420919
848.0973017552066,-6.679938299417039,1189.628329694324,1181.552466479695
858.704268061944,-6.758771833838426,1188.606548145556,1180.346268280294
869.4438933619339,-6.835027671303568,1188.136979683079,1179.692814721975
880.3178367920146,-6.914225079706417,1187.325195586771,1178.690354605721
891.327778239472,-6.993143586193009,1186.584840736212,1177.757513678562
902.4754186015866,-7.066349800108051,1185.87106716849,1176.86361594355
913.7624800483726,-7.150543768317016,1185.08541275842,1175.868430043241
925.1907062886597,-7.236540353016423,1184.219571975558,1174.786751925874
936.7618628394461,-7.314178834349782,1183.47355571889,1173.843593379706
948.4777372986767,-7.392008634660267,1182.676527230065,1172.847440494813
960.3401396213762,-7.474752929629713,1181.624774773194,1171.583659199612
972.3509023992912,-7.552564450043516,1181.007561144379,1170.761962073178
984.5118811439826,-7.633003450954182,1180.073962814792,1169.617555935021
996.8249545734876,-7.720063148845964,1179.039918992716,1168.353362070169
1009.292024902557,-7.806747770800735,1178.420921767003,1167.499140215247
1021.915018136522,-7.891922759468392,1177.471925052904,1166.319887766892
1034.695884368839,-7.984375631033726,1176.417428107384,1165.01321869436
1047.636598082358,-8.076316778841266,1175.587537089608,1163.927842046875
1060.73915845434,-8.155363227145978,1174.512024708054,1162.634239614
1074.005589665333,-8.241965946501164,1173.403980334455,1161.284474653241
1087.437941211847,-8.326408303313821,1172.358411940969,1160.000755994148
1101.038288223013,-8.421069287099295,1171.392724918002,1158.763409537641
1114.808731781125,-8.515288538172031,1170.306711302444,1157.405703470511
1128.751399246272,-8.605350751698781,1169.23419626719,1156.071439285743
1142.868444584947,-8.694010863366087,1168.07907041604,1154.657482975481
1157.162048702844,-8.783911631057368,1166.989507179345,1153.302237517417
1171.634419781758,-8.888436205728047,1165.701208687914,1151.702384786427
1186.287793620726,-8.97754563104608,1164.541329472721,1150.275199564624
1201.124433981434,-9.071036813098855,1163.37053123423,1148.820988879572
1216.146632937937,-9.165777531651752,1162.077835703693,1147.2399438392
1231.356711230753,-9.25875724779195,1160.830454388266,1145.706907607992
1246.757018625402,-9.356060210378885,1159.588440595003,1144.162580728058
1262.349934275383,-9.451835706334228,1158.357385244796,1142.631521059943
1278.137867089767,-9.541816646696187,1156.911801520465,1140.905788873219
1294.123256105307,-9.639683438524742,1155.568083400345,1139.251803465905
1310.308570863255,-9.740191654931607,1154.219610996208,1137.581575938578
1326.696311790873,-9.841257127138773,1152.901338241922,1135.936487062404
1343.289010587715,-9.933320883050092,1151.519273180137,1134.25704655065
1360.089230616745,-10.03103985811541,1150.043157870133,1132.463063384228
1377.099567300345,-10.12889177626552,1148.500736835058,1130.600922138474
1394.322648521271,-10.23859615719391,1147.005496169503,1128.740689703433
1411.76113502863,-10.33640629435704,1145.690361218005,1127.097212026671
1429.417720848933,-10.42831420441597,1143.91484878788,1125.019826291739
1447.295133702292,-10.54442208083586,1142.280843079669,1122.991515148379
1465.39613542381,-10.64887657591297,1140.635908388785,1120.991957194529
1483.723522390253,-10.74851472653696,1139.130212014321,1119.144437453628
1502.280125952057,-10.83787767298326,1137.258001148487,1116.97291231958
1521.068812870736,-10.96487382958547,1135.865741271938,1115.129351001416
1540.092485761758,-11.04196728478571,1133.95018054663,1112.957540908879
1559.354083542964,-11.15367681502023,1132.044124709623,1110.6619300011
1578.856581888593,-11.25496155494838,1130.436923593069,1108.696793395997
1598.602993688989,-11.35718412165519,1128.627967428024,1106.527858401036
1618.596369516051,-11.46831436186139,1126.718240557017,1104.223095645402
1638.839798094509,-11.57241571978247,1124.733494213962,1101.869846874575
1659.336406779094,-11.66858470514223,1122.917297119511,1099.710921800297
1680.089362037671,-11.78606160226817,1120.872134786727,1097.240908333401
1701.101869940433,-11.88223842824803,1119.063617765854,1095.085286022193
1722.377176655174,-11.98340592111203,1117.009598460583,1092.667474372679
1743.9185689488,-12.09103548452142,1114.725701366881,1089.996650682049
1765.729374695088,-12.1901193217789,1112.864409304804,1087.77190182634
1787.812963388799,-12.29464649103573,1110.818871583132,1085.342768350891
1810.172746666222,-12.39883544550992,1108.661850603261,1082.804134130726
1832.812178832232,-12.5065928419647,1106.37481529108,1080.121753116156
1855.734757393934,-12.61847880485367,1104.352193491778,1077.678064313403
1878.944023600987,-12.70751562390269,1101.770273434217,1074.783179404966
1902.443562992676,-12.81611975471609,1099.665328065159,1072.269348855767
1926.237005951839,-12.92453619479823,1097.37109993321,1069.569752645657
1950.328028265715,-13.01382545336604,1095.085887852929,1066.95943449078
1974.720351693801,-13.12348203378433,1092.912990603016,1064.369376543669
1999.41774454282,-13.23400386305996,1090.456331593096,1061.497311676281
2024.42402224889,-13.32882114513968,1087.909165672983,1058.604188187735
2049.743047966934,-13.4208431676054,1085.795480901423,1056.144043861609
2075.37873316751,-13.52614986738212,1083.298230808001,1053.251084998141
2101.335038241078,-13.63394125020615,1080.650023406664,1050.198964562216
2127.615973109826,-13.72677458834991,1078.097667357528,1047.305406542949
2154.225597847162,-13.83325744206797,1075.452507246442,1044.259716134326
2181.168023304933,-13.93173639040268,1072.85961103996,1041.299588758554
2208.447411748508,-14.02536318678049,1070.132141018496,1038.229938832982
2236.067977499795,-14.1220762648611,1067.613180322217,1035.347857606956
2264.033987588294,-14.23160163682618,1065.008977256561,1032.323747922205
2292.349762410307,-14.32183297916501,1062.31794845278,1029.30274286247
2321.019676396382,-14.40450087633906,1059.624337090755,1026.313586186926
2350.048158687101,-14.5027564228066,1056.822709273806,1023.147681197732
2379.439693817346,-14.59252629212441,1053.997745884486,1019.997931266581
2409.198822409079,-14.68192004491802,1051.143258460344,1016.821096629855
2439.330141872822,-14.78415536175339,1048.337029310904,1013.630776161852
2469.838307117902,-14.87439682433172,1045.454854498614,1010.422587676618
2500.728031271571,-14.94532096020692,1042.589409486809,1007.321096326935
2532.004086407127,-15.05000483857276,1039.713908570953,1004.051278970499
2563.671304281137,-15.13419202686853,1036.516943299603,1000.567425538134
2595.734577079886,-15.2121884711986,1033.719773519407,997.4989535797069
2628.198858175155,-15.30132333248389,1030.849341745452,994.307097068708
2661.069162889452,-15.38256901773888,1027.665127072515,990.850204920974
2694.350569270832,-15.47073401665432,1024.724982827561,987.5959479001552
2728.048218877368,-15.53334826104265,1021.648401542344,984.3324355908982
2762.16731757147,-15.62502247419185,1018.344119440926,980.7112441361616
2796.713136324126,-15.70266600869747,1015.434804314006,977.5379185370517
2831.691012029198,-15.77157788156891,1012.15774527815,974.0529842916035
2867.1063483279,-15.84710569186744,1008.949558584041,970.6032333013447
2902.964616443609,-15.92205880103824,1005.891130672618,967.3008862773654
2939.271356027077,-15.99367279682202,1002.717584524188,963.9045214683247
2976.032176012255,-16.06346205594552,999.6728195952073,960.6413984898039
3013.252755482793,-16.12950840377037,996.3221512457952,957.1031298146382
3050.938844549394,-16.19154206018213,992.9826045495272,953.5958100988083
3089.096265238126,-16.25041976259055,989.9657658949185,950.4144598457763
3127.730912389856,-16.3128889760159,986.6584720815409,946.9377038657602
3166.848754570937,-16.37284250878156,983.4303378471433,943.5499690050302
3206.455834995257,-16.43566149666553,980.1866186228187,940.1342883325339
3246.558272457856,-16.49230002527357,976.7790944573013,936.5923463977875
3287.162262280194,-16.54208106958454,973.5714140016447,933.2761502104061
3328.274077267254,-16.59358403653704,970.1320473246543,929.7304711138081
3369.900068676605,-16.64093010258405,967.011174961444,926.5110490490953
3412.046667199619,-16.68873492561313,963.6950924885614,923.1032674458734
3454.720383954876,-16.73310654714029,960.219723235459,919.5604604323252
3497.927811494115,-16.78099507717776,957.0082058783327,916.2543141071042
3541.675624820638,-16.83026612160553,953.7647130966095,912.9118085262388
3585.970582420578,-16.85380103552876,950.4035689786192,909.5815242534546
3630.819527306926,-16.88994566938101,947.0545457035186,906.202952088661
3676.22938807678,-16.92972279849323,943.5464165479373,902.6556156741334
3722.20717998163,-16.95697218562764,940.2138662853079,899.3371759177942
3768.760006011209,-16.99315472615091,936.9261253187979,896.0196304362798
3815.895057990747,-17.01015977061854,933.611567148159,892.7687659024901
3863.619617692082,-17.03982095300108,930.2613211365103,889.4240814647823
3911.941057958533,-17.063462201,927.0425198523917,886.2344153458039
3960.866843844,-17.08100053239171,923.4615965219897,882.7281367364367
4010.404533766101,-17.10289584136601,920.3669854523001,879.6666567026809
4060.561780673987,-17.11691082304647,917.0141798255993,876.3961255023809
4111.346333230508,-17.13287180004907,913.7463643268212,873.1981021862929
4162.766037009375,-17.13609363683728,910.3168628296431,869.9057067341362
4214.828835707121,-17.15104198999379,907.152488052446,866.8120424025411
4267.542772370396,-17.15263088523373,903.7660636666494,863.5688188467864
4320.915990638401,-17.1481258049062,900.5016213021134,860.4704497249693
4374.956736001104,-17.14833115770551,897.5170837282072,857.617639238221
4429.673357072949,-17.14876242466987,894.1786760638468,854.4256571954502
4485.074306882706,-17.14817632851965,890.8083709986653,851.2078744990115
4541.168144179274,-17.13637213718125,887.6791990623898,848.271712007524
4597.963534753982,-17.13383232235687,884.3828749948326,845.1332746468968
4655.469252779262,-17.12189755635066,881.2340526104658,842.1782593715423
4713.694182164239,-17.10943504563328,877.9201789627454,839.0674539903032
4772.647317927083,-17.09830261623616,874.946435217622,836.275312330055
4832.337767584721,-17.06825445742084,871.6270185540518,833.2368910205352
4892.774752559751,-17.05633327074388,868.6385954366918,830.4331195686971
4953.967609605111,-17.03284925183333,865.3666498120267,827.4090499805252
5015.92579224641,-17.00815021598689,862.4757799448035,824.753812137949
5078.658872242482,-16.98106408694907,859.3178864917504,821.8527702530042
5142.176541063965,-16.93576983121681,856.3098443833685,819.1733235632345
5206.488611390666,-16.91333111320037,853.1959186730261,816.2917141093781
5271.605018627355,-16.86703124891303,850.5164149651258,813.9277937666856
5337.53582243877,-16.83505764225221,847.3471758856176,811.0319672497175
5404.291208303616,-16.80264900665299,844.5631049825402,808.5054404812854
5471.881489088202,-16.75308743462186,841.6919639376321,805.9670468796246
5540.317106639503,-16.71832206639333,838.9198351641868,803.459158171391
5609.608633398462,-16.6681440803646,835.9032435527463,800.780358502455
5679.766774033145,-16.61841485353047,832.9162995512432,798.1259727408944
5750.802367092596,-16.57488002131225,830.2697602338463,795.7701716848126
5822.726386681165,-16.50622305877492,827.5850622338648,793.4793561590531
5895.549944153949,-16.47252383042772,824.5737274115057,790.7297782731832
5969.284289833271,-16.41983253809716,821.8298893088472,788.3125323974912
6043.940814746824,-16.35346837528005,819.1876413147758,786.045730979077
6119.53105238731,-16.29003492235285,816.4056201576374,783.630275216212
6196.066680494338,-16.23322487257635,813.8441853635613,781.397635338735
6273.559522858394,-16.16189429974933,811.116895809172,779.0607627186903
6352.021551147554,-16.10101438018051,808.3736290080884,776.6645625646611
6431.464886756856,-16.04559355795791,806.0572073495364,774.6548718245361
6511.901802681028,-15.98405472473069,803.4049131302844,772.3439679631562
6593.344725410373,-15.89947598562265,800.9260673869355,770.2856916446868
6675.806236850632,-15.83397758741416,798.353624715004,768.061179394306
6759.299076266616,-15.75170783419131,796.0891194298954,766.1937002493133
6843.836142250375,-15.66461041840717,793.5796973979488,764.105118263989
6929.430494713748,-15.59783178762848,791.1215732074321,761.986735468589
7016.0953569061,-15.52137424842936,789.0034329168518,760.2290241915889
7103.844117456961,-15.43661010319845,786.5398910943234,758.1658781507197
7192.690332444602,-15.3640410043869,784.2659965126186,756.2378027530275
7282.647727490126,-15.28345718203198,782.0100109599499,754.3531050757339
7373.730199877975,-15.20086291696064,779.9791431128308,752.6896584096394
7465.951820702853,-15.12082053051235,777.3914640138644,750.4765415215181
7559.326837043584,-15.0382450091997,775.2104891191793,748.6617384851694
7653.869674164037,-14.93638759561201,773.2905186045175,747.1630299253299
7749.594937741695,-14.85788417193204,771.1967058901961,745.4116100165735
7846.517416124035,-14.76854322269028,769.0327674133781,743.6266077960145
7944.652082613141,-14.66909184438493,766.9547733182512,741.9555001697661
8044.014097778887,-14.57616248898917,765.033283600149,740.4098905340184
8144.618811801056,-14.49635022243428,762.7992468358474,738.5144555718716
8246.481766840772,-14.42399749203088,760.9907690993475,737.0035152081842
8349.618699441522,-14.30449996330067,759.1650001026967,735.6280984472473
8454.045542960292,-14.20838736409768,757.4335060261953,734.2631830871883
8559.778430029053,-14.11222268676801,755.37109205029,732.5740104470659
8666.833695047057,-14.0174558431177,753.4511835720439,731.0148967876112
8775.227876704288,-13.93835975612978,751.579737116477,729.4497952289175
8884.977720536483,-13.82595645066174,749.8795539568965,728.1526326319445
8996.100181512129,-13.7256586159267,748.1101427109696,726.7463314299287
9108.612426651751,-13.6253676974322,746.6812995153622,725.6672955164503
9222.531837680031,-13.53894902352676,744.8124406308284,724.1148493694087
9337.876013711053,-13.44706175785079,743.059311959304,722.6884868425497
9454.662773967148,-13.33475938203881,741.3902618898726,721.4017357337586
9572.910160531728,-13.24503858030814,739.926466656772,720.2437581790247
9692.636441136608,-13.13708024279358,738.3032482621217,718.981173658234
9813.860111984068,-13.04007328338712,736.6972469206237,717.6996617271336
9936.599900604333,-12.92647085735783,735.2934674151807,716.659621984398
10060.87476874872,-12.83827475421663,733.6251475925834,715.2853536226833
10186.70391531901,-12.73532743147041,732.214317960273,714.2009712899323
10314.10677933342,-12.63232806362819,730.760987609026,713.0718388536656
10443.10304292966,-12.53342682321892,729.2481890642333,711.8698899385131
10573.71263440565,-12.42715842707785,727.9183028356892,710.863455953603
10705.95573129813,-12.32226422335103,726.6179605551964,709.8786594873721
10839.85276349985,-12.23836974806872,725.2750836273972,708.7925948331023
10975.42441641571,-12.13441261955863,724.0234171640317,707.8466782781798
11112.69163415846,-12.02908745701954,722.4889013318985,706.6244349587397
11251.67562278421,-11.9273619022186,721.3507767048261,705.7771017080472
11392.39785356859,-11.82996143517426,719.9630095941496,704.6712247159476
11534.88006632374,-11.72204974925902,718.8134928681393,703.8224198906463
11679.14427275682,-11.61613916416293,717.573874868464,702.8769363524269
11825.2127598706,-11.52142713106138,716.5955525808305,702.1562078592893
11973.10809340646,-11.41084753718273,715.2150476420193,701.077917857534
12122.85312133057,-11.30324362075417,714.2972658350167,700.4424447041199
